district,state,crop,year,season,rainfall_mm,temperature_avg_c,soil_type,irrigation_pct,fertilizer_kg_per_ha,msp_inr_per_quintal,yield_kg_per_ha
Guntur,Andhra Pradesh,Wheat,2023,Rabi,1225.2,27.8,Black,45.9,75.4,2125,1800.0
Jaipur,Rajasthan,Wheat,2020,Rabi,308.5,27.2,Desert,50.1,63.5,1925,1800.0
Karnal,Haryana,Wheat,2023,Rabi,770.4,28.4,Alluvial,88.1,188.2,2125,1800.0
Patiala,Punjab,Sugarcane,2020,Kharif,489.9,23.0,Alluvial,87.6,131.7,2850,40000.0
Nagaon,Assam,Sugarcane,2016,Kharif,1552.3,25.6,Alluvial,35.6,132.3,2300,41798.9
Pune,Maharashtra,Rice,2021,Kharif,757.9,29.3,Black,35.1,202.4,1940,1656.3
Guntur,Andhra Pradesh,Wheat,2015,Rabi,1376.0,31.0,Alluvial,53.6,292.2,1450,1800.0
Hooghly,West Bengal,Rice,2022,Kharif,1675.6,28.9,Laterite,38.2,203.5,2040,1539.3
Jaipur,Rajasthan,Rice,2011,Kharif,402.6,27.9,Alluvial,52.2,129.6,1080,1785.1
Nashik,Maharashtra,Wheat,2012,Rabi,1775.3,25.0,Red,50.6,194.7,1285,1800.0
Guntur,Andhra Pradesh,Sugarcane,2021,Kharif,1027.1,27.4,Red,69.8,252.6,2900,40000.0
Kolhapur,Maharashtra,Sugarcane,2018,Kharif,1020.8,27.2,Black,51.5,144.3,2750,40753.4
Ludhiana,Punjab,Wheat,2017,Rabi,718.7,30.0,Alluvial,86.3,256.9,1625,1800.0
Patna,Bihar,Wheat,2022,Rabi,1261.5,24.9,Alluvial,52.5,265.0,2015,1800.0
Raipur,Chhattisgarh,Wheat,2015,Rabi,1042.8,28.0,Red,44.2,257.4,1450,1800.0
Cuttack,Odisha,Rice,2014,Kharif,1290.4,27.9,Alluvial,53.6,178.6,1360,2346.6
Belgaum,Karnataka,Rice,2013,Kharif,990.4,29.3,Black,44.9,222.3,1310,2022.3
Lucknow,Uttar Pradesh,Wheat,2019,Rabi,937.4,25.5,Alluvial,69.1,249.0,1840,1800.0
Cuttack,Odisha,Wheat,2018,Rabi,1439.8,26.8,Alluvial,56.6,111.9,1735,1800.0
Lucknow,Uttar Pradesh,Rice,2012,Kharif,692.2,26.8,Alluvial,77.3,189.9,1250,2146.1
Belgaum,Karnataka,Wheat,2011,Rabi,1032.5,29.3,Laterite,31.6,83.5,1120,1800.0
Jabalpur,Madhya Pradesh,Rice,2019,Kharif,1072.0,25.9,Black,28.0,54.5,1815,1843.7
Bardhaman,West Bengal,Sugarcane,2020,Zaid,1672.4,28.4,Alluvial,53.1,264.9,2850,51475.9
Indore,Madhya Pradesh,Sugarcane,2022,Kharif,1173.2,26.2,Alluvial,43.2,52.2,3050,40000.0
Patna,Bihar,Wheat,2013,Rabi,1093.0,25.0,Alluvial,68.3,75.2,1350,1800.0
Thanjavur,Tamil Nadu,Rice,2022,Kharif,901.0,29.3,Red,71.8,276.9,2040,1876.6
Kolhapur,Maharashtra,Sugarcane,2014,Kharif,719.3,27.2,Red,54.2,255.1,1900,40000.0
Krishna,Andhra Pradesh,Wheat,2011,Rabi,1180.9,28.9,Black,53.3,228.8,1120,1800.0
Amritsar,Punjab,Wheat,2010,Rabi,555.1,25.1,Alluvial,94.1,55.0,1100,2331.3
Thanjavur,Tamil Nadu,Rice,2010,Kharif,1012.1,30.1,Laterite,67.0,283.7,1000,1647.3
Warangal,Telangana,Rice,2018,Kharif,1034.4,28.6,Black,44.8,67.6,1750,1787.6
Muzaffarpur,Bihar,Sugarcane,2010,Kharif,1364.0,31.0,Alluvial,41.1,241.1,1450,46873.2
Jaipur,Rajasthan,Rice,2017,Kharif,198.3,28.0,Alluvial,38.2,176.7,1550,1500.0
Muzaffarpur,Bihar,Rice,2019,Kharif,1313.5,27.5,Alluvial,50.9,191.5,1815,2560.0
Amritsar,Punjab,Wheat,2016,Rabi,683.9,24.7,Alluvial,85.1,267.3,1525,2368.4
Raipur,Chhattisgarh,Rice,2017,Kharif,935.4,25.1,Laterite,31.9,190.1,1550,1642.0
Pune,Maharashtra,Sugarcane,2013,Kharif,674.2,28.7,Black,35.9,77.9,1800,40000.0
Ahmedabad,Gujarat,Rice,2017,Kharif,741.3,25.2,Desert,48.5,200.4,1550,1500.0
Hisar,Haryana,Rice,2011,Kharif,433.0,20.1,Desert,53.9,161.2,1080,1500.0
Warangal,Telangana,Rice,2020,Kharif,755.7,24.9,Black,51.1,163.5,1868,1623.8
Gorakhpur,Uttar Pradesh,Sugarcane,2014,Zaid,600.6,26.3,Alluvial,52.9,113.8,1900,40000.0
Pune,Maharashtra,Rice,2012,Kharif,1392.4,27.8,Black,52.5,60.2,1250,1777.0
Mysore,Karnataka,Rice,2016,Kharif,963.6,26.3,Black,50.6,250.7,1470,2032.1
Gorakhpur,Uttar Pradesh,Wheat,2017,Rabi,1057.9,24.6,Alluvial,56.9,79.0,1625,1800.0
Thanjavur,Tamil Nadu,Sugarcane,2017,Zaid,1294.8,30.3,Alluvial,77.5,209.9,2550,59463.2
Patiala,Punjab,Rice,2023,Kharif,415.4,26.3,Alluvial,78.1,208.0,2183,2032.5
Pune,Maharashtra,Wheat,2011,Rabi,786.9,29.9,Red,43.6,175.0,1120,1800.0
Pune,Maharashtra,Wheat,2019,Rabi,1023.2,25.9,Red,38.1,213.5,1840,1800.0
Muzaffarpur,Bihar,Sugarcane,2020,Zaid,896.6,29.5,Alluvial,48.9,57.1,2850,40000.0
Muzaffarpur,Bihar,Wheat,2019,Rabi,852.2,27.4,Alluvial,38.7,243.0,1840,1800.0
Gorakhpur,Uttar Pradesh,Sugarcane,2017,Kharif,1000.9,30.5,Alluvial,48.6,246.0,2550,43971.1
Kolhapur,Maharashtra,Sugarcane,2022,Zaid,708.3,29.4,Black,45.1,128.5,3050,41008.6
Pune,Maharashtra,Rice,2014,Kharif,1462.8,28.3,Black,50.8,283.5,1360,2135.6
Raipur,Chhattisgarh,Wheat,2023,Rabi,1504.9,28.2,Laterite,39.7,245.5,2125,1800.0
Nashik,Maharashtra,Wheat,2012,Rabi,1565.8,31.3,Black,42.3,235.3,1285,1800.0
Krishna,Andhra Pradesh,Sugarcane,2020,Zaid,1283.9,26.8,Black,64.8,159.9,2850,46017.0
Indore,Madhya Pradesh,Wheat,2014,Rabi,1644.2,29.0,Alluvial,47.7,233.7,1400,1800.0
Cuttack,Odisha,Sugarcane,2011,Kharif,1002.6,26.0,Red,44.1,233.6,1450,40000.0
Muzaffarpur,Bihar,Sugarcane,2011,Zaid,959.4,28.3,Alluvial,42.1,299.7,1450,41131.1
Cuttack,Odisha,Wheat,2023,Rabi,1276.5,26.3,Laterite,55.7,128.0,2125,1800.0
Jaipur,Rajasthan,Wheat,2014,Rabi,696.9,30.8,Desert,36.1,213.6,1400,1800.0
Mysore,Karnataka,Sugarcane,2010,Kharif,1105.1,27.1,Red,31.4,204.8,1450,40000.0
Karnal,Haryana,Sugarcane,2022,Kharif,726.8,24.8,Desert,95.0,81.7,3050,40000.0
Hooghly,West Bengal,Rice,2011,Kharif,1296.9,27.0,Alluvial,35.1,106.5,1080,2475.9
Nagaon,Assam,Rice,2014,Kharif,2795.6,27.3,Laterite,34.0,95.5,1360,1500.0
Hisar,Haryana,Wheat,2022,Rabi,529.3,19.8,Desert,63.5,155.9,2015,2074.9
Muzaffarpur,Bihar,Wheat,2017,Rabi,1044.9,25.2,Alluvial,47.8,83.7,1625,1800.0
Raipur,Chhattisgarh,Sugarcane,2020,Kharif,1338.8,27.0,Laterite,41.2,211.2,2850,40000.0
Meerut,Uttar Pradesh,Rice,2015,Kharif,794.3,29.2,Alluvial,70.8,212.0,1410,2219.3
Jabalpur,Madhya Pradesh,Sugarcane,2010,Kharif,300.9,23.9,Alluvial,35.2,58.7,1450,40000.0
Ahmedabad,Gujarat,Rice,2016,Kharif,1118.1,29.0,Alluvial,45.8,227.2,1470,2489.5
Guntur,Andhra Pradesh,Sugarcane,2017,Zaid,1028.4,27.6,Red,69.2,219.5,2550,41507.4
Amritsar,Punjab,Sugarcane,2015,Kharif,514.3,23.4,Alluvial,94.1,142.9,2100,40000.0
Jabalpur,Madhya Pradesh,Wheat,2012,Rabi,942.7,26.3,Black,44.6,128.1,1285,1800.0
Karnal,Haryana,Sugarcane,2013,Zaid,344.2,26.3,Desert,83.2,84.5,1800,40000.0
Lucknow,Uttar Pradesh,Wheat,2017,Rabi,1033.8,26.7,Alluvial,56.1,154.3,1625,1800.0
Hooghly,West Bengal,Wheat,2017,Rabi,2177.2,28.9,Laterite,41.0,259.2,1625,1800.0
Patna,Bihar,Sugarcane,2020,Zaid,1528.5,28.8,Alluvial,51.2,234.2,2850,52294.3
Guntur,Andhra Pradesh,Wheat,2017,Rabi,844.0,28.8,Red,69.6,146.9,1625,1800.0
Mysore,Karnataka,Sugarcane,2013,Kharif,591.4,27.9,Laterite,47.8,218.8,1800,40000.0
Nashik,Maharashtra,Sugarcane,2022,Kharif,1385.1,23.7,Black,44.7,219.3,3050,40000.0
Indore,Madhya Pradesh,Sugarcane,2018,Kharif,1445.3,20.9,Alluvial,53.2,191.3,2750,40000.0
Indore,Madhya Pradesh,Rice,2023,Kharif,925.4,25.6,Alluvial,42.8,162.3,2183,2128.9
Jabalpur,Madhya Pradesh,Rice,2021,Kharif,810.7,30.0,Black,34.7,228.1,1940,1725.5
Thanjavur,Tamil Nadu,Rice,2014,Kharif,891.7,27.7,Laterite,65.4,95.5,1360,1733.8
Lucknow,Uttar Pradesh,Wheat,2017,Rabi,763.5,25.8,Alluvial,59.3,232.0,1625,1971.2
Nagaon,Assam,Rice,2015,Kharif,1795.5,25.6,Alluvial,46.3,286.9,1410,1811.1
Cuttack,Odisha,Wheat,2013,Rabi,1616.9,26.2,Alluvial,41.5,125.9,1350,1800.0
Karnal,Haryana,Rice,2022,Kharif,437.3,25.3,Desert,85.0,144.4,2040,1500.0
Jabalpur,Madhya Pradesh,Rice,2020,Kharif,1254.1,28.3,Black,30.8,298.9,1868,1900.2
Karnal,Haryana,Wheat,2013,Rabi,589.7,26.6,Desert,81.8,223.4,1350,1800.0
Krishna,Andhra Pradesh,Rice,2017,Kharif,1187.2,28.7,Black,74.7,99.5,1550,2096.9
Warangal,Telangana,Sugarcane,2012,Kharif,867.3,28.5,Red,47.2,279.3,1700,40000.0
Pune,Maharashtra,Wheat,2011,Rabi,1328.5,28.4,Black,49.3,87.2,1120,1800.0
Amritsar,Punjab,Rice,2012,Kharif,451.6,20.3,Alluvial,86.2,191.6,1250,1500.0
Jabalpur,Madhya Pradesh,Wheat,2010,Rabi,1261.4,27.6,Black,29.1,296.4,1100,1800.0
Mysore,Karnataka,Sugarcane,2017,Zaid,899.8,28.3,Black,39.3,228.0,2550,44847.0
Mysore,Karnataka,Rice,2016,Kharif,1313.9,26.2,Red,51.8,76.9,1470,1885.4
Krishna,Andhra Pradesh,Wheat,2013,Rabi,356.0,28.5,Black,64.4,186.1,1350,1800.0
Mysore,Karnataka,Wheat,2020,Rabi,2110.9,27.0,Black,53.4,226.1,1925,1800.0
Amritsar,Punjab,Wheat,2012,Rabi,458.1,26.9,Alluvial,87.1,175.7,1285,1953.1
Hooghly,West Bengal,Wheat,2014,Rabi,1291.5,28.9,Laterite,39.9,284.9,1400,1800.0
Pune,Maharashtra,Wheat,2010,Rabi,2093.1,26.2,Black,53.1,101.2,1100,1800.0
Guntur,Andhra Pradesh,Wheat,2015,Rabi,549.9,27.8,Black,65.4,71.7,1450,1800.0
Cuttack,Odisha,Sugarcane,2017,Zaid,1114.2,26.5,Laterite,50.8,244.0,2550,40000.0
Muzaffarpur,Bihar,Sugarcane,2011,Zaid,1281.4,25.6,Alluvial,48.2,123.9,1450,40000.0
Hooghly,West Bengal,Wheat,2011,Rabi,1345.2,27.2,Laterite,54.9,51.5,1120,1800.0
Amritsar,Punjab,Wheat,2020,Rabi,497.7,22.8,Alluvial,90.5,206.0,1925,2840.7
Jaipur,Rajasthan,Wheat,2013,Rabi,609.3,24.4,Alluvial,35.6,203.6,1350,2144.0
Muzaffarpur,Bihar,Sugarcane,2020,Kharif,1084.5,27.1,Alluvial,49.8,243.4,2850,40266.9
Muzaffarpur,Bihar,Rice,2023,Kharif,837.5,28.5,Alluvial,47.5,83.6,2183,1976.7
Muzaffarpur,Bihar,Wheat,2015,Rabi,1251.3,25.7,Alluvial,42.8,219.2,1450,1800.0
Gorakhpur,Uttar Pradesh,Sugarcane,2010,Kharif,987.7,27.1,Alluvial,44.9,89.2,1450,40000.0
Thanjavur,Tamil Nadu,Rice,2020,Kharif,1146.1,28.0,Alluvial,72.5,98.7,1868,2752.7
Indore,Madhya Pradesh,Sugarcane,2022,Kharif,976.3,27.7,Black,46.4,61.9,3050,40451.9
Gorakhpur,Uttar Pradesh,Rice,2018,Kharif,809.7,26.8,Alluvial,48.1,140.2,1750,2218.3
Pune,Maharashtra,Rice,2018,Kharif,878.2,28.6,Red,53.2,260.9,1750,1695.3
Karnal,Haryana,Rice,2014,Kharif,596.5,24.2,Alluvial,86.8,256.7,1360,1997.9
Lucknow,Uttar Pradesh,Sugarcane,2023,Zaid,944.5,26.4,Alluvial,77.9,172.0,3150,40000.0
Coimbatore,Tamil Nadu,Sugarcane,2010,Zaid,550.2,28.0,Alluvial,53.3,293.9,1450,40000.0
Nashik,Maharashtra,Rice,2020,Kharif,1135.1,28.6,Black,41.1,174.4,1868,2123.7
Raipur,Chhattisgarh,Rice,2014,Kharif,839.2,24.6,Red,33.5,90.6,1360,1500.0
Patna,Bihar,Rice,2021,Kharif,927.2,26.9,Alluvial,48.3,177.5,1940,2268.3
Mysore,Karnataka,Sugarcane,2013,Zaid,1087.0,26.8,Red,45.8,138.5,1800,40000.0
Ahmedabad,Gujarat,Wheat,2015,Rabi,1029.1,31.3,Black,51.6,67.2,1450,1800.0
Cuttack,Odisha,Wheat,2021,Rabi,1641.7,25.6,Alluvial,38.5,262.1,1975,1800.0
Jabalpur,Madhya Pradesh,Rice,2018,Kharif,659.4,23.5,Alluvial,46.9,177.3,1750,1748.7
Lucknow,Uttar Pradesh,Sugarcane,2010,Kharif,806.2,27.6,Alluvial,55.9,269.9,1450,41834.0
Pune,Maharashtra,Wheat,2011,Rabi,1769.7,26.9,Red,40.6,71.5,1120,1800.0
Jabalpur,Madhya Pradesh,Sugarcane,2021,Kharif,1748.6,27.9,Alluvial,27.5,128.3,2900,41011.4
Krishna,Andhra Pradesh,Sugarcane,2013,Kharif,1234.4,30.0,Black,59.9,282.2,1800,60053.4
Hooghly,West Bengal,Wheat,2013,Rabi,1828.2,27.1,Alluvial,48.7,190.3,1350,1800.0
Lucknow,Uttar Pradesh,Rice,2021,Kharif,1065.7,25.7,Alluvial,79.0,92.6,1940,2418.3
Coimbatore,Tamil Nadu,Sugarcane,2014,Zaid,750.0,29.9,Alluvial,67.6,180.3,1900,42457.3
Thanjavur,Tamil Nadu,Wheat,2017,Rabi,1528.0,30.7,Laterite,80.4,254.9,1625,1800.0
Karnal,Haryana,Sugarcane,2021,Kharif,517.5,26.2,Alluvial,83.9,79.5,2900,40000.0
Gorakhpur,Uttar Pradesh,Rice,2019,Kharif,804.7,23.2,Alluvial,49.3,230.6,1815,1786.8
Patiala,Punjab,Wheat,2018,Rabi,683.7,20.9,Alluvial,79.1,271.9,1735,2988.2
Nashik,Maharashtra,Rice,2019,Kharif,1361.7,28.6,Red,33.8,264.9,1815,1895.9
Nashik,Maharashtra,Sugarcane,2014,Zaid,1181.5,28.1,Red,26.1,129.2,1900,40000.0
Meerut,Uttar Pradesh,Rice,2017,Kharif,710.0,23.8,Alluvial,78.0,151.2,1550,2047.2
Guntur,Andhra Pradesh,Sugarcane,2017,Zaid,1256.8,31.4,Alluvial,61.8,56.9,2550,48874.9
Krishna,Andhra Pradesh,Wheat,2011,Rabi,1121.5,25.7,Red,56.5,276.1,1120,1800.0
Indore,Madhya Pradesh,Sugarcane,2013,Kharif,1020.4,23.2,Alluvial,36.5,280.6,1800,40000.0
Patiala,Punjab,Sugarcane,2023,Zaid,511.3,24.7,Alluvial,88.1,169.0,3150,40000.0
Indore,Madhya Pradesh,Wheat,2014,Rabi,1385.8,26.9,Black,37.1,194.9,1400,1800.0
Belgaum,Karnataka,Sugarcane,2013,Zaid,837.2,26.5,Red,27.9,56.7,1800,40000.0
Hisar,Haryana,Sugarcane,2019,Kharif,269.0,25.1,Desert,62.3,190.7,2750,40000.0
Mysore,Karnataka,Sugarcane,2016,Kharif,1141.2,28.8,Black,43.1,221.5,2300,45868.8
Warangal,Telangana,Wheat,2011,Rabi,683.2,26.8,Red,62.0,218.6,1120,1800.0
Indore,Madhya Pradesh,Wheat,2015,Rabi,1574.0,23.4,Alluvial,47.0,152.2,1450,1800.0
Meerut,Uttar Pradesh,Rice,2019,Kharif,932.3,24.8,Alluvial,71.9,84.7,1815,2071.4
Amritsar,Punjab,Wheat,2018,Rabi,476.9,23.8,Alluvial,93.1,214.3,1735,2433.2
Cuttack,Odisha,Wheat,2010,Rabi,1222.4,29.1,Red,49.3,222.4,1100,1800.0
Muzaffarpur,Bihar,Wheat,2011,Rabi,849.8,28.2,Alluvial,54.9,164.1,1120,1800.0
Meerut,Uttar Pradesh,Rice,2023,Kharif,922.2,25.8,Alluvial,87.1,259.1,2183,2567.7
Patiala,Punjab,Rice,2016,Kharif,540.3,20.7,Alluvial,76.8,273.7,1470,1500.0
Muzaffarpur,Bihar,Rice,2012,Kharif,967.6,29.3,Alluvial,41.2,56.0,1250,1957.8
Hooghly,West Bengal,Sugarcane,2013,Kharif,1835.7,27.4,Laterite,35.8,55.3,1800,40000.0
Hooghly,West Bengal,Wheat,2021,Rabi,1227.0,26.0,Laterite,40.1,86.8,1975,1800.0
Coimbatore,Tamil Nadu,Rice,2018,Kharif,1228.2,30.5,Alluvial,58.9,246.4,1750,2508.4
Indore,Madhya Pradesh,Rice,2020,Kharif,1111.6,26.7,Alluvial,40.5,275.4,1868,2696.8
Indore,Madhya Pradesh,Wheat,2019,Rabi,1089.4,28.0,Alluvial,48.9,156.7,1840,1800.0
Thanjavur,Tamil Nadu,Sugarcane,2017,Zaid,693.0,28.6,Alluvial,62.9,141.5,2550,40000.0
Bardhaman,West Bengal,Rice,2013,Kharif,2210.1,28.5,Alluvial,57.2,225.7,1310,1518.0
Ludhiana,Punjab,Wheat,2021,Rabi,492.7,25.5,Alluvial,93.2,151.5,1975,2452.0
Coimbatore,Tamil Nadu,Rice,2015,Kharif,756.5,29.5,Alluvial,58.9,205.5,1410,1904.5
Hooghly,West Bengal,Rice,2011,Kharif,1235.4,29.1,Alluvial,46.2,136.3,1080,2276.1
Hisar,Haryana,Rice,2016,Kharif,670.7,24.2,Alluvial,60.5,186.6,1470,1908.5
Bardhaman,West Bengal,Sugarcane,2022,Zaid,1453.7,28.6,Alluvial,53.8,154.4,3050,48762.5
Cuttack,Odisha,Rice,2012,Kharif,1000.5,26.5,Laterite,41.6,285.8,1250,2005.0
Raipur,Chhattisgarh,Sugarcane,2014,Zaid,1709.4,27.3,Red,43.3,179.8,1900,40000.0
Hisar,Haryana,Sugarcane,2019,Zaid,366.7,22.4,Alluvial,54.4,89.5,2750,40000.0
Hisar,Haryana,Sugarcane,2015,Zaid,430.6,26.7,Alluvial,66.2,60.1,2100,40000.0
Lucknow,Uttar Pradesh,Sugarcane,2016,Zaid,580.2,23.6,Alluvial,73.2,199.5,2300,40000.0
Kolhapur,Maharashtra,Sugarcane,2021,Zaid,1210.8,30.0,Red,48.3,218.4,2900,42605.3
Ludhiana,Punjab,Rice,2014,Kharif,551.2,21.9,Alluvial,82.7,244.7,1360,1616.1
Krishna,Andhra Pradesh,Wheat,2010,Rabi,1321.9,29.2,Black,71.1,98.4,1100,1800.0
Warangal,Telangana,Rice,2013,Kharif,1138.7,28.8,Black,53.0,161.6,1310,1971.0
Nagaon,Assam,Sugarcane,2015,Kharif,2623.2,22.5,Laterite,46.1,144.4,2100,40000.0
Belgaum,Karnataka,Sugarcane,2018,Kharif,804.6,30.2,Red,45.5,195.4,2750,40000.0
Patna,Bihar,Rice,2012,Kharif,1249.5,28.7,Alluvial,47.8,172.2,1250,2475.2
Cuttack,Odisha,Rice,2023,Kharif,1463.2,25.7,Alluvial,58.5,192.8,2183,2302.6
Jodhpur,Rajasthan,Sugarcane,2017,Kharif,368.1,36.1,Alluvial,23.4,197.8,2550,40000.0
Indore,Madhya Pradesh,Sugarcane,2021,Kharif,521.3,28.3,Black,36.7,245.3,2900,40000.0
Nagaon,Assam,Wheat,2017,Rabi,1889.2,26.4,Alluvial,40.7,61.4,1625,1800.0
Kolhapur,Maharashtra,Sugarcane,2011,Zaid,690.5,29.1,Red,49.1,117.7,1450,40000.0
Mysore,Karnataka,Sugarcane,2019,Kharif,808.1,28.8,Red,30.6,150.4,2750,40000.0
Mysore,Karnataka,Wheat,2023,Rabi,851.0,32.0,Laterite,35.9,245.9,2125,1800.0
Belgaum,Karnataka,Sugarcane,2017,Kharif,1082.4,27.5,Black,25.1,116.3,2550,40000.0
Lucknow,Uttar Pradesh,Rice,2017,Kharif,678.8,29.0,Alluvial,70.6,299.4,1550,2284.8
Jabalpur,Madhya Pradesh,Sugarcane,2012,Kharif,684.3,28.0,Black,34.4,123.7,1700,40000.0
Amritsar,Punjab,Rice,2020,Kharif,568.3,23.4,Alluvial,91.7,192.7,1868,1933.9
Jaipur,Rajasthan,Wheat,2019,Rabi,126.9,29.0,Alluvial,48.8,156.8,1840,1800.0
Hooghly,West Bengal,Wheat,2010,Rabi,1826.2,26.6,Laterite,57.1,191.9,1100,1800.0
Mysore,Karnataka,Wheat,2010,Rabi,1464.1,27.0,Black,37.7,229.7,1100,1800.0
Thanjavur,Tamil Nadu,Wheat,2019,Rabi,1352.4,29.6,Laterite,81.5,77.9,1840,1800.0
Mysore,Karnataka,Rice,2023,Kharif,1356.5,26.0,Black,44.0,187.2,2183,2040.0
Thanjavur,Tamil Nadu,Sugarcane,2016,Kharif,586.6,27.4,Laterite,62.8,109.9,2300,40000.0
Ludhiana,Punjab,Wheat,2023,Rabi,394.7,27.9,Alluvial,83.1,271.9,2125,1874.1
Coimbatore,Tamil Nadu,Rice,2018,Kharif,722.8,26.5,Red,71.8,296.6,1750,2026.9
Belgaum,Karnataka,Rice,2015,Kharif,1426.9,29.6,Laterite,40.0,88.7,1410,1500.0
Hisar,Haryana,Sugarcane,2011,Kharif,321.8,29.6,Alluvial,50.1,174.7,1450,40000.0
Mysore,Karnataka,Rice,2021,Kharif,1296.5,27.9,Red,47.5,166.0,1940,2143.2
Warangal,Telangana,Wheat,2019,Rabi,1012.2,26.8,Red,50.5,160.1,1840,1800.0
Jaipur,Rajasthan,Wheat,2014,Rabi,428.2,31.7,Desert,43.2,98.9,1400,1800.0
Ludhiana,Punjab,Rice,2015,Kharif,606.7,22.8,Alluvial,97.9,266.8,1410,1976.0
Jaipur,Rajasthan,Rice,2012,Kharif,661.2,25.9,Desert,46.9,229.5,1250,1500.0
Karnal,Haryana,Rice,2020,Kharif,449.5,25.0,Alluvial,86.5,233.4,1868,1960.7
Lucknow,Uttar Pradesh,Wheat,2013,Rabi,820.4,24.8,Alluvial,64.1,219.2,1350,1968.1
Ahmedabad,Gujarat,Sugarcane,2021,Zaid,1302.8,27.0,Desert,56.4,150.8,2900,40000.0
Pune,Maharashtra,Wheat,2023,Rabi,1719.8,25.1,Black,41.1,154.1,2125,1800.0
Muzaffarpur,Bihar,Sugarcane,2015,Zaid,1172.1,26.7,Alluvial,42.6,242.0,2100,42335.1
Ludhiana,Punjab,Sugarcane,2012,Zaid,548.4,22.7,Alluvial,97.8,98.9,1700,40000.0
Jaipur,Rajasthan,Rice,2014,Kharif,490.9,25.9,Desert,50.4,133.3,1360,1500.0
Krishna,Andhra Pradesh,Sugarcane,2013,Zaid,944.8,27.0,Black,65.2,59.7,1800,40086.4
Patna,Bihar,Sugarcane,2013,Zaid,1378.1,26.3,Alluvial,68.6,154.3,1800,45803.9
Patiala,Punjab,Sugarcane,2017,Kharif,535.8,25.9,Alluvial,78.3,240.7,2550,40000.0
Lucknow,Uttar Pradesh,Sugarcane,2017,Kharif,1049.9,29.7,Alluvial,71.4,78.9,2550,47199.6
Guntur,Andhra Pradesh,Sugarcane,2021,Zaid,1130.8,27.5,Alluvial,65.6,69.0,2900,42577.5
Nagaon,Assam,Wheat,2016,Rabi,2353.6,24.6,Laterite,37.2,89.4,1525,1800.0
Ludhiana,Punjab,Rice,2016,Kharif,759.8,23.1,Alluvial,95.6,244.1,1470,2022.6
Thanjavur,Tamil Nadu,Wheat,2011,Rabi,937.2,28.0,Alluvial,66.0,298.9,1120,1800.0
Ahmedabad,Gujarat,Sugarcane,2021,Kharif,548.5,29.3,Desert,61.8,195.4,2900,40000.0
Warangal,Telangana,Rice,2023,Kharif,1070.0,28.5,Black,63.0,217.2,2183,2079.0
Cuttack,Odisha,Sugarcane,2017,Zaid,910.7,23.1,Alluvial,46.3,113.0,2550,40000.0
Krishna,Andhra Pradesh,Rice,2019,Kharif,485.7,27.7,Red,54.9,226.0,1815,1618.9
Coimbatore,Tamil Nadu,Sugarcane,2020,Zaid,1061.6,30.0,Red,51.3,237.1,2850,41806.7
Nashik,Maharashtra,Rice,2015,Kharif,965.2,26.0,Red,29.2,90.1,1410,1767.9
Amritsar,Punjab,Wheat,2012,Rabi,820.2,19.7,Alluvial,88.6,135.9,1285,2617.4
Amritsar,Punjab,Sugarcane,2016,Zaid,479.1,23.0,Alluvial,91.0,229.6,2300,40000.0
Kolhapur,Maharashtra,Rice,2011,Kharif,1240.4,29.2,Red,31.3,220.2,1080,1847.3
Nashik,Maharashtra,Rice,2015,Kharif,638.6,29.6,Red,46.6,194.9,1410,1500.0
Patna,Bihar,Sugarcane,2019,Zaid,1040.8,27.2,Alluvial,56.2,256.5,2750,41120.6
Nashik,Maharashtra,Sugarcane,2019,Zaid,1598.0,28.1,Red,51.2,64.1,2750,40000.0
Thanjavur,Tamil Nadu,Wheat,2012,Rabi,1650.6,30.6,Alluvial,68.5,121.0,1285,1800.0
Coimbatore,Tamil Nadu,Wheat,2023,Rabi,626.1,29.8,Red,68.7,179.3,2125,1800.0
Pune,Maharashtra,Wheat,2022,Rabi,959.6,28.4,Red,42.7,206.2,2015,1800.0
Patna,Bihar,Sugarcane,2016,Zaid,1283.1,27.4,Alluvial,45.4,103.1,2300,40822.5
Jabalpur,Madhya Pradesh,Wheat,2012,Rabi,1243.4,29.7,Alluvial,46.6,208.0,1285,1800.0
Nashik,Maharashtra,Wheat,2017,Rabi,537.5,28.3,Black,29.3,250.8,1625,1800.0
Jabalpur,Madhya Pradesh,Rice,2017,Kharif,814.5,25.0,Black,36.8,93.3,1550,1681.2
Krishna,Andhra Pradesh,Wheat,2015,Rabi,999.4,28.2,Black,72.8,107.6,1450,1800.0
Krishna,Andhra Pradesh,Wheat,2022,Rabi,1394.5,28.3,Black,53.2,268.0,2015,1800.0
Thanjavur,Tamil Nadu,Rice,2016,Kharif,1328.5,29.7,Alluvial,62.0,91.2,1470,2345.5
Thanjavur,Tamil Nadu,Rice,2019,Kharif,1387.0,28.6,Red,69.5,282.4,1815,2133.2
Nashik,Maharashtra,Rice,2011,Kharif,1396.1,24.8,Red,41.7,54.5,1080,1588.9
Guntur,Andhra Pradesh,Sugarcane,2014,Zaid,1289.6,29.2,Red,57.5,192.2,1900,43390.4
Kolhapur,Maharashtra,Wheat,2014,Rabi,1297.6,26.4,Black,38.0,279.9,1400,1800.0
Raipur,Chhattisgarh,Sugarcane,2014,Zaid,1992.7,25.3,Laterite,48.8,223.4,1900,40000.0
